name,steam_appid,required_age,legal_notice,platforms,categories,genres,recommendations,achievements,release_date,price,english,developer,publisher
GreedFall,606880,0,"© 2019 GreedFall, developed by Spiders Studios, published by Focus Entertainment. GreedFall is a registered trademark of Focus Entertainment.",windows,Single-player;Steam Achievements;Full controller support;Steam Cloud;Family Sharing,RPG,{'total': 15562},63,2019-09-09,34.99,1,Spiders,Focus Entertainment
Wargroove,607050,0,Wargroove © Chucklefish LTD 2021. All rights reserved,windows,Single-player;Multi-player;PvP;Online PvP;Shared/Split Screen PvP;Co-op;Online Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Turn Notifications;Includes level editor;Remote Play on TV;Remote Play Together;Family Sharing,Indie;Strategy,{'total': 3809},23,2019-02-01,19.99,1,Chucklefish,Chucklefish
FAR: Lone Sails,609320,0,© 2018 Okomotive AG and Assemble Entertainment GmbH. All rights reserved.,windows;mac,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Remote Play on TV;Family Sharing,Action;Adventure;Indie,{'total': 16633},14,2018-05-17,14.99,1,Okomotive,Assemble Entertainment
Realm Grinder,610080,0,Copyright Divine Games 2017,windows;mac,Single-player;Steam Achievements;Steam Trading Cards;In-App Purchases,Free to Play;RPG;Strategy,,14,2017-06-15,0.0,1,Divine Games,Kongregate
Desperados III,610370,17,"© 2020 THQ Nordic AB, Sweden. Developed by Mimimi Games. Desperados, THQ and their respective logos are trademarks and/or registered trademarks of THQ Nordic AB. All rights reserved. All other trademarks, logos and copyrights are property of their respective owners.",windows;mac;linux,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Remote Play on TV;Family Sharing,Strategy,{'total': 9016},36,2020-06-16,39.99,1,Mimimi Games,THQ Nordic
Fallout 4 VR,611660,17,"Fallout® VR © 2017 Bethesda Softworks LLC, a ZeniMax Media company.  Fallout, Bethesda, Bethesda Game Studios and related logos are registered trademarks or trademarks of ZeniMax Media Inc. or its affiliates in the US and/or other countries.  All Rights Reserved.",windows,Single-player;Tracked Controller Support;VR Only;VR Support;SteamVR Collectibles;Family Sharing,RPG,{'total': 4874},50,2017-12-11,59.99,1,Bethesda Game Studios,Bethesda Softworks
The Elder Scrolls V: Skyrim VR,611670,17,"The Elder Scrolls V: Skyrim® VR © 2011-2018 Bethesda Softworks LLC, a ZeniMax Media company. The Elder Scrolls, Skyrim, Bethesda, Bethesda Game Studios, Bethesda Softworks, ZeniMax and related logos are registered trademarks or trademarks of ZeniMax Media Inc. in the U.S. and/or other countries. All Rights Reserved.",windows,Single-player;Steam Achievements;Full controller support;Tracked Controller Support;VR Only;VR Support;SteamVR Collectibles;Steam Cloud;Family Sharing,RPG,{'total': 7762},75,2018-04-02,59.99,1,Bethesda Game Studios,Bethesda Softworks
House Party,611790,17,,windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Family Sharing,Adventure;Casual;Indie;RPG;Simulation,{'total': 12951},79,2022-07-15,24.99,1,"Eek! Games, LLC","Eek! Games, LLC"
Secret in Story,613010,0,,windows;mac,Single-player;Steam Achievements;Steam Trading Cards;Family Sharing,Adventure;Indie,,32,2017-06-19,0.99,1,Naivus Luo,Naivus Luo
Dishonored®: Death of the Outsider™,614570,17,"Dishonored®: Death of the Outsider™ © 2017 ZeniMax Media Inc. Developed in association with Arkane Studios.  Dishonored, Arkane, VOID Engine, Bethesda, Bethesda Softworks, ZeniMax and related logos are registered trademarks or trademarks of ZeniMax Media Inc. in the U.S. and/or other countries.  All Rights Reserved.",windows,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Family Sharing,Action,{'total': 8155},30,2017-09-14,29.99,1,Arkane Studios,Bethesda Softworks
Ultimate Epic Battle Simulator,616560,0,,windows,Single-player;Family Sharing,Action;Adventure;Indie;Simulation;Strategy,{'total': 8347},0,2017-06-01,14.99,1,Brilliant Game Studios,Brilliant Game Studios
SUPERHOT VR,617830,0,,windows,Single-player;Steam Achievements;Tracked Controller Support;VR Supported;SteamVR Collectibles;Steam Leaderboards;Family Sharing,Action;Indie,{'total': 7756},26,2017-05-25,24.99,1,SUPERHOT Team,SUPERHOT Team
Ancestors Legacy,620590,17,© 2024  Developed by Destructive Creations. All rights reserved.,windows,Single-player;Multi-player;PvP;Online PvP;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Remote Play on TV;Family Sharing,Strategy,{'total': 5129},62,2018-05-22,34.99,1,Destructive Creations,Destructive Creations
Sword Art Online: Fatal Bullet,626690,0,"©2016 REKI KAWAHARA/PUBLISHED BY KADOKAWA CORPORATION ASCII MEDIA WORKS/SAO MOVIE Project<br />
©KEIICHI SIGSAWA/REKI KAWAHARA<br />
©2018 BANDAI NAMCO Entertainment Inc.<br />
<br />
日本向け：<br />
©2016 川原礫／ＫＡＤＯＫＡＷＡ　アスキー・メディアワークス刊／SAO MOVIE Project<br />
©KEIICHI SIGSAWA/REKI KAWAHARA<br />
©2018 BANDAI NAMCO Entertainment Inc.",windows,Single-player;Multi-player;PvP;Online PvP;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards;Remote Play on Tablet;Family Sharing,Action;RPG,{'total': 14620},63,2018-02-23,39.99,1,DIMPS,BANDAI NAMCO Entertainment
Injustice™ 2,627270,0,"INJUSTICE 2 software © 2017 Warner Bros. Entertainment Inc. Developed by NetherRealm Studios. All rights reserved. DC LOGO, and all characters, their distinctive likenesses, and related elements are trademarks of DC Comics © 2017. NETHERREALM STUDIOS LOGO, WB GAMES LOGO, WB SHIELD: ™ & © Warner Bros. Entertainment Inc. (s17)",windows,Single-player;Multi-player;PvP;Online PvP;Shared/Split Screen PvP;Steam Achievements;Full controller support;Steam Trading Cards;In-App Purchases;Steam Cloud;Remote Play on Phone;Remote Play on Tablet;Remote Play on TV;Remote Play Together;HDR available;Family Sharing,Action,{'total': 14321},74,2017-11-30,49.99,1,NetherRealm Studios;QLOC,WB Games
Maneater,629820,17,"Maneater© 2021 Tripwire Interactive. Unreal® is a trademark or registered trademark of Epic Games, Inc. in the United States of America and elsewhere. Unreal® Engine, Copyright 1998 – 2021, Epic Games, Inc. All rights reserved.",windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Family Sharing,Action;Adventure;Indie;RPG,{'total': 10584},44,2021-05-25,39.99,1,Tripwire Interactive,Tripwire Interactive
Devil May Cry HD Collection,631510,18,"©CAPCOM CO., LTD. 2012, 2018 ALL RIGHTS RESERVED.",windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Remote Play on TV;Family Sharing,Action,{'total': 7987},99,2018-03-13,29.99,1,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd."
Cyberdimension Neptunia: 4 Goddesses Online,632350,0,"©2017 IDEA FACTORY / COMPILE HEART / TAMSOFT All rights reserved. Neptunia is a trademark of IDEA FACTORY. Licensed to and published by Idea Factory International, Inc.",windows,Single-player;Multi-player;PvP;Online PvP;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Remote Play on TV;Family Sharing,RPG,{'total': 3841},50,2018-02-27,29.99,1,IDEA FACTORY;COMPILE HEART;TAMSOFT,Idea Factory International
Journey,638230,0,"© 2012-2020 Sony Interactive Entertainment LLC. Journey is a trademark of Sony Interactive Entertainment LLC. Developed by thatgamecompany.<br />
Conversion development by Inline Assembly Ltd. Published by Annapurna Interactive.",windows,Single-player;Multi-player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Cloud;Remote Play on Phone;Remote Play on Tablet;Remote Play on TV;Family Sharing,Adventure;Indie,{'total': 26792},14,2020-06-11,14.99,1,thatgamecompany,Annapurna Interactive
Cooking Simulator,641320,0,,windows,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Family Sharing,Simulation,{'total': 15360},266,2019-06-06,19.99,1,Big Cheese Studio,Big Cheese Studio;PlayWay S.A.
The Surge 2,644830,0,"©2019 Deck13 and Focus Home Interactive. The Surge and its logo are registered trademarks of Focus Home Interactive. Deck13 and its logos are trademarks or registered trademarks of Deck13. Focus Home Interactive and its logos are trademarks or registered trademarks of Focus Home Interactive. All other trademarks, registered trademarks and their logos belong to their respective owners. All rights reserved.",windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Remote Play on Phone;Remote Play on Tablet;Remote Play on TV;Family Sharing,Action;RPG,{'total': 5819},57,2019-09-23,29.99,1,Deck13,Focus Entertainment
Pixel Painter,648120,0,,windows,Multi-player;PvP;Online PvP;Cross-Platform Multiplayer;Steam Trading Cards;Stats;Family Sharing,Casual;Indie,{'total': 852},0,2017-06-19,0.99,1,Dio Alias Games,Dio Alias Games
Yume Nikki,650700,0,©2004-2008 kikiyama © Project Yumenikki,windows,Single-player;Partial Controller Support;Family Sharing,Adventure;Casual;Free to Play;Indie,,0,2018-01-09,0.0,1,kikiyama,PLAYISM
Return of the Obra Dinn,653530,0,"© Copyright 2018-2023, 3909 LLC. All rights reserved.",windows;mac,Single-player;Steam Achievements;Full controller support;Steam Cloud;Remote Play on TV;Family Sharing,Adventure;Indie,{'total': 22590},16,2018-10-18,19.99,1,Lucas Pope,3909
Dream Daddy: A Dad Dating Simulator,654880,0,,windows;mac;linux,Single-player;Captions available;Partial Controller Support;Family Sharing,Casual;Indie;Simulation,{'total': 4988},19,2017-07-20,14.99,1,Game Grumps,Game Grumps
Dude Simulator,654990,0,,windows,Single-player;Steam Trading Cards;Family Sharing,Action;Adventure;Indie;Simulation,{'total': 1784},0,2017-07-13,4.99,1,Kiddy,Kiddy
MX Bikes,655500,0,,windows,Single-player;Multi-player;PvP;Online PvP;LAN PvP;Partial Controller Support;Family Sharing,Racing;Simulation;Sports;Early Access,{'total': 17966},0,2019-10-07,34.99,1,PiBoSo,PiBoSo
Do Not Feed the Monkeys,658850,0,,windows;mac;linux,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Family Sharing,Indie;Simulation;Strategy,{'total': 7950},33,2018-10-23,15.99,1,Fictiorama Studios;BadLand Games Publishing S.L.,Alawar
My Time at Portia,666140,0,My Time at Portia. Developed by Pathea Games. © 2019. My Time at Portia and Pathea Games are trademarks or registered trademarks of Pathea Games. Published by Team17. © 2019. Team17 is a registered trademark of Team17 Digital Limited.,windows;mac,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Remote Play on Phone;Remote Play on Tablet;Remote Play on TV;Family Sharing,Adventure;Casual;Indie;RPG;Simulation,{'total': 32781},91,2019-01-15,29.99,1,Pathea Games,Focus Entertainment
Bit Heroes Quest,666860,0,,windows,Single-player;Multi-player;MMO;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases,Adventure;Free to Play;Massively Multiplayer;RPG,,21,2017-12-13,0.0,1,Juppiomenz,Kongregate
Dead Maze,667890,0,,windows;mac;linux,Multi-player;MMO;PvP;Online PvP;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;In-App Purchases,Action;Free to Play;Massively Multiplayer,,26,2018-02-13,0.0,1,Atelier 801,Atelier 801
VTOL VR,667970,0,"VTOL VR and Boundless Dynamics are registered trademarks of Boundless Dynamics, LLC.",windows,Single-player;Multi-player;PvP;Online PvP;Co-op;Online Co-op;Tracked Controller Support;VR Only;Steam Workshop;Includes level editor;Family Sharing,Action;Indie;Simulation,{'total': 14262},0,2017-08-03,29.99,1,"Boundless Dynamics, LLC","Boundless Dynamics, LLC"
Atomic Heart,668580,17,"© 2022 Atomic Heart, the game developed by Mundfish and published by Focus Entertainment. Atomic Heart and Mundfish are registered trademarks of Slimao Limited dba Mundfish. Focus Entertainment and its logos are registered trademarks of Focus Entertainment. All other trademarks and logos belong to their respective owners. All rights reserved.",windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Family Sharing,Action;Adventure;RPG,{'total': 23259},51,2023-02-20,59.99,1,Mundfish,Focus Entertainment;4Divinity
Real Pool 3D - Poolians,670290,0,,windows,Single-player;Multi-player;PvP;Online PvP;In-App Purchases;Stats,Action;Casual;Free to Play;Indie;Massively Multiplayer;Simulation;Sports;Strategy,,0,2018-01-04,0.0,1,Poolians.com,ThankGame.com
Call of War: World War 2,672680,0,,windows;mac,Multi-player;MMO;PvP;Online PvP;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases;Stats,Free to Play;Massively Multiplayer;Simulation;Strategy,,156,2017-10-21,0.0,1,Bytro Labs GmbH,Bytro Labs GmbH
Airport CEO,673610,0,"Airport CEO™ | Copyright © 2023, Apoapsis Game Laboratories AB | <strong>All rights reserved.</strong>",windows;mac,Single-player;Steam Achievements;Steam Workshop;Steam Cloud;Family Sharing,Indie;Simulation;Strategy,{'total': 6566},35,2021-03-04,24.99,1,Apog Labs,Apog Labs
"Warhammer 40,000: Mechanicus",673880,0,"Warhammer 40,000: Mechanicus © Copyright Games Workshop Limited 2022. Mechanicus, the Mechanicus logo, GW, Games Workshop, Space Marine, 40K, Warhammer, Warhammer 40,000, 40,000, the ‘Aquila’ Double-headed Eagle logo, and all associated logos, illustrations, images, names, creatures, races, vehicles, locations, weapons, characters, and the distinctive likeness thereof, are either ® or TM, and/or © Games Workshop Limited, variably registered around the world, and used under licence. All rights reserved to their respective owners.",windows;mac;linux,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Remote Play on TV;Family Sharing,Strategy,{'total': 9409},34,2018-11-15,29.99,1,Bulwark Studios,Kasedo Games
Heroes of Hammerwatch,677120,0,,windows;linux,Single-player;Multi-player;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Includes level editor;Family Sharing,Action;Indie;RPG,{'total': 6874},114,2018-03-01,11.99,1,Crackshell,Crackshell
SAS: Zombie Assault 4,678800,0,© 2017 Ninja Kiwi Limited. Zombie Assault is a registered trademark of Ninja Kiwi Limited.,windows;mac,Single-player;Multi-player;PvP;Online PvP;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;In-App Purchases;Steam Leaderboards,Action;Free to Play;RPG,,64,2017-10-16,0.0,1,Ninja Kiwi,Ninja Kiwi
Swords & Souls: Neverseen,679900,0,,windows;mac,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards;Family Sharing,Action;Adventure;Indie;RPG,{'total': 4173},39,2019-07-22,14.99,1,SoulGame Studio,Armor Games Studios
Descenders,681280,0,,windows;mac;linux,Single-player;Multi-player;PvP;Online PvP;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards;Remote Play on TV;Family Sharing,Action;Racing;Sports,{'total': 13023},42,2019-05-07,24.99,1,RageSquid,No More Robots
Drug Dealer Simulator,682990,0,,windows,Single-player;Family Sharing,Action;Adventure;Indie;Simulation,{'total': 16173},36,2020-04-16,19.99,1,Byterunners,Movie Games S.A.
Door Kickers: Action Squad,686200,0,,windows,Single-player;Multi-player;Co-op;Online Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Includes level editor;Remote Play on TV;Remote Play Together;Family Sharing,Action;Casual;Indie;Simulation;Strategy,{'total': 7972},51,2018-09-10,13.99,1,PixelShard;KillHouse Games,KillHouse Games
汉匈决战/Han Xiongnu Wars,688470,0,,windows,Single-player;Multi-player;PvP;Online PvP;LAN PvP;Shared/Split Screen PvP;Co-op;Online Co-op;Shared/Split Screen;Remote Play Together;Family Sharing,Action;Adventure;Casual;Indie;RPG;Strategy,{'total': 2103},0,2017-12-07,6.99,1,Shangshixuan,Shangshixuan
TurnSignal,689580,0,,windows,VR Only;Steam Cloud,Software Training;Utilities,,0,2017-08-28,0.0,1,Ben Otter,Otter-Co
SUPERHOT: MIND CONTROL DELETE,690040,0,© 2020 SUPERHOT Sp. z o.o. all rights reserved. SUPERHOT logo is a trademark or registered trademarks of SUPERHOT company. All other trademarks are property of their respective owners.,windows;mac;linux,Single-player;Steam Achievements;Full controller support;Steam Cloud;Family Sharing,Action;Indie,{'total': 8075},14,2020-07-16,24.99,1,SUPERHOT Team,SUPERHOT Team
Trine 4: The Nightmare Prince,690640,0,"Copyright © 2018-2020 Frozenbyte Oy. ""Trine"" is a trademark or registered trademark of Frozenbyte Oy in the U.S. and other countries. All Rights Reserved.",windows,Single-player;Multi-player;Co-op;Online Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Remote Play on Tablet;Remote Play on TV;Remote Play Together;Family Sharing,Action;Adventure;Indie,{'total': 9964},39,2019-10-08,29.99,1,Frozenbyte,Frozenbyte
Foundation,690830,0,Foundation © 2023 Polymorph Games. All Rights Reserved.,windows,Single-player;Steam Achievements;Steam Cloud;Family Sharing,Indie;Simulation;Strategy;Early Access,{'total': 13562},29,2019-02-01,29.99,1,Polymorph Games,Polymorph Games
Zombie Army 4: Dead War,694280,0,"Copyright ©2021 Rebellion. All rights Reserved. The Rebellion name and logo, the Zombie Army name and logo are trademarks of Rebellion and may be registered trademarks in certain countries.",windows,Single-player;Multi-player;Co-op;Online Co-op;Steam Achievements;In-App Purchases;Partial Controller Support;Steam Cloud;Steam Leaderboards;Family Sharing,Action,{'total': 6310},70,2021-02-18,49.99,1,Rebellion,Rebellion
BROKE PROTOCOL: Online City RPG,696370,0,,windows,Single-player;Multi-player;MMO;PvP;Online PvP;LAN PvP;Co-op;Online Co-op;LAN Co-op;Cross-Platform Multiplayer;Steam Trading Cards;Steam Workshop;Includes level editor;Family Sharing,Action;Adventure;Casual;Indie;Massively Multiplayer;RPG;Simulation;Early Access,{'total': 1584},0,2017-08-26,9.99,1,Cylinder Studios,Cylinder Studios
Scorn,698670,0,"Scorn ©2022 Ebb Software GmbH. ""Scorn"", ""Ebb"" and the Ebb logo are all brands of Ebb Software GmbH. Developed by Ebb Software GmbH, a member of the Kepler Interactive group. Published by Kepler Interactive Limited. All rights reserved.",windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Family Sharing,Action;Adventure;Indie,{'total': 9322},12,2022-10-14,49.99,1,Ebb Software,Kepler Interactive
World War Z,699130,0,"World War Z © 2023. Developed and Published by Saber Interactive. Uses Bink Video. Copyright © 1997-2023 by RAD Game Tools, Inc. Havok software is © 2023 Microsoft. TM & © 2023 Paramount Pictures. All rights reserved.",windows,Single-player;Multi-player;PvP;Online PvP;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Cloud;Family Sharing,Action,{'total': 14591},35,2021-09-21,29.99,1,Saber Interactive Inc,Saber Interactive Inc
Evil Genius 2: World Domination,700600,0,© 2021 Rebellion. The Rebellion name and logo and the Evil Genius name and logo are trademarks of Rebellion and may be registered trademarks in certain countries.  All rights reserved.,windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Family Sharing,Simulation;Strategy,{'total': 9894},90,2021-03-30,39.99,1,Rebellion,Rebellion
Kingdom Two Crowns,701160,0,"© Copyright 2022 Raw Fury AB. Developed by Stumpy🐙Squid, Fury Studios & Coatsink. Published by Raw Fury AB. All Rights Reserved.",windows;mac;linux,Single-player;Multi-player;Co-op;Online Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Remote Play on Phone;Remote Play on Tablet;Remote Play on TV;Remote Play Together;Family Sharing,Adventure;Indie;Simulation;Strategy,{'total': 19570},36,2018-12-11,19.99,1,Stumpy🐙Squid;Fury Studios;Coatsink,Raw Fury
Neverwinter Nights: Enhanced Edition,704450,0,"© 2018 Beamdog. © 2018 Hasbro, Inc. All Rights Reserved. Neverwinter Nights, Dungeons & Dragons, D&D, Wizards of the Coast, their respective logos, Neverwinter, Neverwinter Nights, and the dragon ampersand are trademarks of Wizards of the Coast LLC in the U.S.A. and other countries, and are used with permission. Hasbro and its logo are trademarks of Hasbro, Inc. and are used with permission. ©1998 BioWare Corp. All Rights Reserved. Bioware, the BioWare Aurora Toolset and the BioWare logo are trademarks of Bioware Corp. All other trademarks are the property of their respective owners.",windows;mac;linux,Single-player;Multi-player;PvP;Online PvP;Co-op;Online Co-op;Steam Trading Cards;Steam Workshop;Includes level editor;Family Sharing,RPG,{'total': 6441},47,2018-03-27,19.99,1,Beamdog,Beamdog
Will To Live Online,707010,0,"© 2016-2023, AlphaSoft LLC. All Rights Reserved.",windows,Multi-player;MMO;PvP;Online PvP;In-App Purchases;Steam Cloud;Valve Anti-Cheat enabled,Action;Indie;Massively Multiplayer;RPG;Free to Play;Early Access,{'total': 1950},44,2018-04-05,0.0,1,AlphaSoft LLC,AlphaSoft LLC
Darksiders Genesis,710920,0,"© 2019 THQ Nordic AB, Sweden. Developed by Airship Syndicate. Darksiders, THQ and their respective logos are trademarks and/or registered trademarks of THQ Nordic AB. All rights reserved. All other trademarks, logos and copyrights are property of their respective owners.",windows,Single-player;Multi-player;Co-op;Online Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Remote Play on Phone;Remote Play on Tablet;Remote Play on TV;Remote Play Together;Family Sharing,Action;Adventure,{'total': 8645},30,2019-12-05,29.99,1,Airship Syndicate,THQ Nordic
Never Split the Party,711810,0,,windows;mac;linux,Multi-player;PvP;Online PvP;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Captions available;Partial Controller Support;Steam Cloud;Includes level editor,Action;Adventure;Free to Play;Indie;RPG;Simulation,,52,2019-05-03,0.0,1,Legend Studio,Legend Studio
A Total War Saga: THRONES OF BRITANNIA,712100,0,"© SEGA. Creative Assembly, the Creative Assembly logo, A Total War Saga: Thrones of Britannia, Total War, and the Total War logo are either registered trademarks or trademarks of The Creative Assembly Limited. SEGA and the SEGA logo are either registered trademarks or trademarks of SEGA Holdings Co., Ltd. or its affiliates. All rights reserved. SEGA is registered in the U.S. Patent and Trademark Office. All other trademarks, logos and copyrights are property of their respective owners.",windows;mac;linux,Single-player;Multi-player;PvP;Online PvP;LAN PvP;Co-op;Online Co-op;LAN Co-op;Steam Achievements;Family Sharing,Action;Strategy,{'total': 11157},137,2018-05-02,39.99,1,CREATIVE ASSEMBLY;Feral Interactive (Mac);Feral Interactive (Linux),SEGA;Feral Interactive (Mac);Feral Interactive (Linux)
The Pillage,715210,0,,windows,Single-player;Steam Achievements;Steam Trading Cards;Family Sharing,Action;Casual;Indie,,12,2018-05-31,2.99,1,Bishop Armstrong,Bishop Armstrong
Cultist Simulator,718670,0,,windows;mac;linux,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Remote Play on Tablet;Family Sharing,Indie;RPG;Simulation,{'total': 7808},83,2018-05-31,19.99,1,Weather Factory,Weather Factory
Beasts of Bermuda,719890,0,,windows,Multi-player;PvP;Online PvP;Full controller support;Family Sharing,Adventure;Indie;Massively Multiplayer;Simulation;Early Access,{'total': 6292},0,2018-12-21,19.99,1,"Sastrei Studios, LLC","Sastrei Studios, LLC"
神舞幻想 Faith of Danschant,724970,0,,windows,Single-player;Steam Trading Cards;Partial Controller Support;Steam Cloud;Family Sharing,RPG,{'total': 4212},0,2017-12-21,29.99,0,北京九鳳信息科技有限公司,北京网元圣唐娱乐科技有限公司
SD GUNDAM G GENERATION CROSS RAYS,728530,0,©SOTSU・SUNRISE,windows,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards;Remote Play on Tablet;Family Sharing,RPG;Strategy,{'total': 6184},39,2019-11-27,39.99,1,TOM CREATE;株式会社トムクリエイト,BANDAI NAMCO Entertainment;株式会社バンダイナムコエンターテインメント
Islands of Nyne: Battle Royale,728540,0,,windows,Multi-player;PvP;Online PvP;In-App Purchases;Partial Controller Support;Stats,Action;Indie;Early Access,{'total': 4827},0,2018-07-12,0.0,1,Define Human Studios,Define Human Studios
Borderlands Game of the Year Enhanced,729040,17,"©2009-2018 IPerion, LLC. All rights reserved. Published and distributed by 2K Games, Inc. under license from Gearbox Software, LLC. Gearbox, Borderlands and the Gearbox Software and Borderlands logos are registered trademarks, all used courtesy of Gearbox Software, LLC. 2K and the 2K logo are trademarks of Take-Two Interactive Software, Inc. All rights reserved. This software product includes Autodesk® Scaleform® software, © 2013 Autodesk, Inc. All rights reserved. Unreal® Engine, Copyright 1998-2014, Epic Games, Inc. All rights reserved. Unreal® is a registered trademark of Epic Games, Inc. FMOD Ex Sound System is a registered trademark of Firelight Technologies. All rights reserved. Uses Bink Video. Copyright © 1997-2014 by RAD Game Tools Inc. Uses Oodle. Copyright © 2008-2018 by RAD Game Tools Inc. Portions hereof © 2002-2016 by NVIDIA® Corporation. All rights reserved. All other copyrights or trademarks are the property of their respective owners",windows,Single-player;Multi-player;Co-op;Online Co-op;Steam Achievements;Partial Controller Support;Steam Cloud;Family Sharing,Action;RPG,{'total': 12108},80,2023-08-31,29.99,1,Gearbox Software;Blind Squirrel Games,2K
DYNASTY WARRIORS 9,730310,0,"DYNASTY WARRIORS® 9 ©2018 KOEI TECMO GAMES CO., LTD. DYNASTY WARRIORS 9 is a registered trademark of KOEI TECMO GAMES CO., LTD. All rights reserved.",windows,Single-player;Multi-player;Co-op;Online Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Remote Play Together;Family Sharing,Action,{'total': 6330},44,2018-02-13,44.99,1,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD."
Crash Bandicoot™ N. Sane Trilogy,731490,0,"© 2018 Activision Publishing, Inc. ACTIVISION and CRASH BANDICOOT are trademarks of Activision Publishing, Inc.",windows,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Remote Play on Phone;Remote Play on Tablet;Family Sharing,Action,{'total': 11282},74,2018-06-29,39.99,1,Vicarious Visions;Iron Galaxy,Activision
Juicy Realm,732370,0,,windows;mac,Single-player;Multi-player;PvP;Shared/Split Screen PvP;Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Remote Play Together;Family Sharing,Action;Adventure;Casual;Indie;RPG,{'total': 3187},36,2018-05-03,9.99,1,SpaceCan,XD
FIVE NIGHTS AT FREDDY'S: HELP WANTED,732690,0,© 2019 Scott Cawthon.  Five Nights at Freddy's; Five Nights at Freddy's VR; Five Nights at Freddy's VR: Help Wanted; Five Nights at Freddy's: Help Wanted and related logos are registered trademarks or trademarks of Scott Cawthon in the United States and/or other countries.  All Rights Reserved.,windows,Single-player;Steam Achievements;Tracked Controller Support;VR Supported;Partial Controller Support;Family Sharing,Action;Casual,{'total': 10880},15,2019-05-28,29.99,1,Steel Wool Studios,ScottGames
Chinese Parents,736190,0,,windows;mac,Single-player;Steam Achievements;Steam Cloud;Remote Play on Tablet;Family Sharing,Casual;Indie;RPG;Simulation,{'total': 19577},23,2018-09-28,9.99,1,墨鱼玩游戏,墨鱼玩游戏
Baba Is You,736260,0,"By Arvi Teikari, Hempuli Oy<br />
Porting by MP2 Games<br />
See credits section in-game for details.<br />
<br />
This game was created using Multimedia Fusion 2 by Clickteam.",windows;mac;linux,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Remote Play on Phone;Remote Play on Tablet;Remote Play on TV;Family Sharing,Indie,{'total': 16760},18,2019-03-13,14.99,1,Hempuli Oy,Hempuli Oy
